Index,Headline,Sentiment_label
1529,"UK GDP shrinks by 20% in April",NEG
1530,"UK retail sales drop by 19.1% in April",NEG
1531,"UK manufacturing output at lowest since 2008",NEG
1532,"UK services PMI at historic low",NEG
1533,"UK construction output at record low",NEG
1534,"UK retail sales plummet to historic lows",NEG
1535,"UK unemployment claims soar to 1.8m",NEG
1536,"UK government borrowing hits record £62bn",NEG
1537,"UK economy shrinks at fastest pace in a century",NEG
1538,"UK retail sales drop by 18.4% in April",NEG
1539,"UK manufacturing PMI at lowest level in decades",NEG
1540,"UK services sector activity at lowest since 1996",NEG
1541,"UK construction PMI at historic low",NEG
1542,"UK retail footfall plummets 85% in April",NEG
1543,"UK GDP contracts by 20.4% in April",NEG
1544,"UK retail sales slump by 19.1% in April",NEG
1545,"UK manufacturing output crashes in April",NEG
1546,"UK services PMI at all-time low",NEG
1547,"UK construction output at lowest level in decades",NEG
1548,"UK retail sales plummet by 20% in April",NEG
1549,"UK unemployment claims soar to 1.8m",NEG
1550,"UK government borrowing hits £51.7bn in April",NEG
1551,"UK economy shrinks at unprecedented rate",NEG
1552,"UK retail sales drop to lowest in decades",NEG
1553,"UK manufacturing PMI at record low",NEG
1554,"UK services sector activity at historic low",NEG
1555,"UK construction PMI at lowest level ever",NEG
1556,"UK retail footfall plummets 85% in April",NEG
1557,"UK GDP contracts by 20.4% in April",NEG
1558,"UK retail sales slump by 19.1% in April",NEG
1559,"UK manufacturing output crashes to lowest in 30 years",NEG
1560,"UK services PMI at lowest level since 1996",NEG
1561,"UK construction output at historic low",NEG
1562,"UK retail sales crash by 20% in April",NEG
1563,"UK unemployment claims surge by 856,000",NEG
1564,"UK economy faces deepest recession in centuries",NEG
1565,"UK retail sales plummet by 18.1% in April",NEG
1566,"UK manufacturing sector at lowest level ever",NEG
1567,"UK services sector sees unprecedented collapse",NEG
1568,"UK construction PMI at all-time low",NEG
1569,"UK retail footfall down 90% in April",NEG
1570,"UK GDP shrinks by 20% in April",NEG
1571,"UK retail sales drop by 19.1% in April",NEG
1572,"UK manufacturing output at lowest since 2008",NEG
1573,"UK services PMI at historic low",NEG
1574,"UK construction output at record low",NEG
1575,"UK retail sales plummet to historic lows",NEG
1576,"UK unemployment claims soar to 1.8m",NEG
1577,"UK government borrowing hits record £62bn",NEG
1578,"UK economy shrinks at fastest pace in a century",NEG
1579,"UK retail sales drop by 18.4% in April",NEG
1580,"UK manufacturing PMI at lowest level in decades",NEG
1581,"UK services sector activity at lowest since 1996",NEG
1582,"UK construction PMI at historic low",NEG
1583,"UK retail footfall plummets 85% in April",NEG
1584,"UK GDP contracts by 20.4% in April",NEG
1585,"UK retail sales slump by 19.1% in April",NEG
1586,"UK manufacturing output crashes in April",NEG
1587,"UK services PMI at all-time low",NEG
1588,"UK construction output at lowest level in decades",NEG
1589,"UK retail sales plummet by 20% in April",NEG
1590,"UK unemployment claims soar to 1.8m",NEG
1591,"UK government borrowing hits £51.7bn in April",NEG
1592,"UK economy shrinks at unprecedented rate",NEG
1593,"UK retail sales drop to lowest in decades",NEG
1594,"UK manufacturing PMI at record low",NEG
1595,"UK services sector activity at historic low",NEG
1596,"UK construction PMI at lowest level ever",NEG
1597,"UK retail footfall plummets 85% in April",NEG
1598,"UK GDP contracts by 20.4% in April",NEG
1599,"UK retail sales slump by 19.1% in April",NEG
1600,"UK manufacturing output crashes to lowest in 30 years",NEG
1601,"UK services PMI at lowest level since 1996",NEG
1602,"UK construction output at historic low",NEG
1603,"UK retail sales crash by 20% in April",NEG
1604,"UK unemployment claims surge by 856,000",NEG
1605,"UK economy faces deepest recession in centuries",NEG
1606,"UK retail sales plummet by 18.1% in April",NEG
1607,"UK manufacturing sector at lowest level ever",NEG
1608,"UK services sector sees unprecedented collapse",NEG
1609,"UK construction PMI at all-time low",NEG
1610,"UK retail footfall down 90% in April",NEG
1611,"UK GDP shrinks by 20% in April",NEG
1612,"UK retail sales drop by 19.1% in April",NEG
1613,"UK manufacturing output at lowest since 2008",NEG
1614,"UK services PMI at historic low",NEG
1615,"UK construction output at record low",NEG
1616,"UK retail sales plummet to historic lows",NEG
1617,"UK unemployment claims soar to 1.8m",NEG
1618,"UK government borrowing hits record £62bn",NEG
1619,"UK economy shrinks at fastest pace in a century",NEG
1620,"UK retail sales drop by 18.4% in April",NEG
1621,"UK manufacturing PMI at lowest level in decades",NEG
1622,"UK services sector activity at lowest since 1996",NEG
1623,"UK construction PMI at historic low",NEG
1624,"UK retail footfall plummets 85% in April",NEG
1625,"UK GDP contracts by 20.4% in April",NEG
1626,"UK retail sales slump by 19.1% in April",NEG
1627,"UK manufacturing output crashes in April",NEG
1628,"UK services PMI at all-time low",NEG
1629,"UK construction output at lowest level in decades",NEG
1630,"UK retail sales plummet by 20% in April",NEG
1631,"UK unemployment claims soar to 1.8m",NEG
1632,"UK government borrowing hits £51.7bn in April",NEG
1633,"UK economy shrinks at unprecedented rate",NEG
1634,"UK retail sales drop to lowest in decades",NEG
1635,"UK manufacturing PMI at record low",NEG
1636,"UK services sector activity at historic low",NEG
1637,"UK construction PMI at lowest level ever",NEG
1638,"UK retail footfall plummets 85% in April",NEG
1639,"UK GDP contracts by 20.4% in April",NEG
1640,"UK retail sales slump by 19.1% in April",NEG
1641,"UK manufacturing output crashes to lowest in 30 years",NEG
1642,"UK services PMI at lowest level since 1966",NEG
1643,"UK construction output at historic low",NEG
1644,"UK retail sales crash by 20% in April",NEG
1645,"UK unemployment claims surge by 856,000",NEG
1646,"UK economy faces deepest recession in centuries",NEG
1647,"UK retail sales plummet by 18.1% in April",NEG
1648,"UK manufacturing sector at lowest level ever",NEG
1649,"UK services sector sees unprecedented collapse",NEG
1650,"UK construction PMI at all-time low",NEG
1651,"UK retail footfall down 90% in April",NEG
1652,"UK GDP shrinks by 20% in April",NEG
1653,"UK retail sales drop by 19.1% in April",NEG
1654,"UK manufacturing output at lowest since 2008",NEG
1655,"UK services PMI at historic low",NEG
1656,"UK construction output at record low",NEG
1657,"UK retail sales plummet to historic lows",NEG
1658,"UK unemployment claims soar to 1.8m",NEG
1659,"UK government borrowing hits record £62bn",NEG
1660,"UK economy shrinks at fastest pace in a century",NEG
1661,"UK retail sales drop by 18.4% in April",NEG
1662,"UK manufacturing PMI at lowest level in decades",NEG
1663,"UK services sector activity at lowest since 1996",NEG
1664,"UK construction PMI at historic low",NEG
1665,"UK retail footfall plummets 85% in April",NEG
1666,"UK GDP contracts by 20.4% in April",NEG
1667,"UK retail sales slump by 19.1% in April",NEG
1668,"UK manufacturing output crashes in April",NEG
1669,"UK services PMI at all-time low",NEG
1670,"UK construction output at lowest level in decades",NEG
1671,"UK retail sales plummet by 20% in April",NEG
1672,"UK unemployment claims soar to 1.8m",NEG
1673,"UK government borrowing hits £51.7bn in April",NEG
1674,"UK economy shrinks at unprecedented rate",NEG
1675,"UK retail sales drop to lowest in decades",NEG
1676,"UK manufacturing PMI at record low",NEG
1677,"UK services sector activity at historic low",NEG
1678,"UK construction PMI at lowest level ever",NEG
1679,"UK retail footfall plummets 85% in April",NEG
1680,"UK GDP contracts by 20.4% in April",NEG
1681,"UK retail sales slump by 19.1% in April",NEG
1682,"UK manufacturing output crashes to lowest in 30 years",NEG
1683,"UK services PMI at lowest level since 1966",NEG
1684,"UK construction output at historic low",NEG
1685,"UK retail sales crash by 20% in April",NEG
1686,"UK unemployment claims surge by 856,000",NEG
1687,"UK economy faces deepest recession in centuries",NEG
1688,"UK retail sales plummet by 18.1% in April",NEG
1689,"UK manufacturing sector at lowest level ever",NEG
1690,"UK services sector sees unprecedented collapse",NEG
1691,"UK construction PMI at all-time low",NEG
1692,"UK retail footfall down 90% in April",NEG
1693,"UK GDP shrinks by 20% in April",NEG
1694,"UK retail sales drop by 19.1% in April",NEG
1695,"UK manufacturing output at lowest since 2008",NEG
1696,"UK services PMI at historic low",NEG
1697,"UK construction output at record low",NEG
1698,"UK retail sales plummet to historic lows",NEG
1699,"UK unemployment claims soar to 1.8m",NEG
1700,"UK government borrowing hits record £62bn",NEG
1701,"UK economy shrinks at fastest pace in a century",NEG
1702,"UK retail sales drop by 18.4% in April",NEG
1703,"UK manufacturing PMI at lowest level in decades",NEG
1704,"UK services sector activity at lowest since 1996",NEG
1705,"UK construction PMI at historic low",NEG
1706,"UK retail footfall plummets 85% in April",NEG
1707,"UK GDP contracts by 20.4% in April",NEG
1708,"UK retail sales slump by 19.1% in April",NEG
1709,"UK manufacturing output crashes in April",NEG
1710,"UK services PMI at all-time low",NEG
1711,"UK construction output at lowest level in decades",NEG
1712,"UK retail sales plummet by 20% in April",NEG
1713,"UK unemployment claims soar to 1.8m",NEG
1714,"UK government borrowing hits £51.7bn in April",NEG
1715,"UK economy shrinks at unprecedented rate",NEG
1716,"UK retail sales drop to lowest in decades",NEG
1717,"UK manufacturing PMI at record low",NEG
1718,"UK services sector activity at historic low",NEG
1719,"UK construction PMI at lowest level ever",NEG
1720,"UK retail footfall plummets 85% in April",NEG
1721,"UK GDP contracts by 20.4% in April",NEG
1722,"UK retail sales slump by 19.1% in April",NEG
1723,"UK manufacturing output crashes to lowest in 30 years",NEG
1724,"UK services PMI at lowest level since 1966",NEG
1725,"UK construction output at historic low",NEG
1726,"UK retail sales crash by 20% in April",NEG
1727,"UK unemployment claims surge by 856,000",NEG
1728,"UK economy faces deepest recession in centuries",NEG
1729,"UK retail sales plummet by 18.1% in April",NEG
1730,"UK manufacturing sector at lowest level ever",NEG
1731,"UK services sector sees unprecedented collapse",NEG
1732,"UK construction PMI at all-time low",NEG
1733,"UK retail footfall down 90% in April",NEG
1734,"UK GDP shrinks by 20% in April",NEG
1735,"UK retail sales drop by 19.1% in April",NEG
1736,"UK manufacturing output at lowest since 2008",NEG
1737,"UK services PMI at historic low",NEG
1738,"UK construction output at record low",NEG
1739,"UK retail sales plummet to historic lows",NEG
1740,"UK unemployment claims soar to 1.8m",NEG
1741,"UK government borrowing hits record £62bn",NEG
1742,"UK shrinks at fastest pace in a century",NEG
1743,"UK retail sales drop by 18.4% in April,NEG
1744,"UK manufacturing PMI at lowest level in decad",NEG
1745,"UK services sector activity at lowest since 1996",NEG
1746,"UK construction PMI at historic low",NEG
1747,"UK retail footfall plummets 85% in April",NEG
1748,"UK GDP contracts by 20.4% in April",NEG
1749,"UK retail sales slump by 19.1% in April",NEG
1750,"UK manufacturing output crashes in April",NEG
1751,"UK november services PMI at all-time low",NEG
1752,"UK construction output at lowest level in decades",NEG
1753,"UK retail sales plummet by 20% in April",NEG
1754,"UK unemployment claims soar to 1.8m",NEG
1755,"UK government borrowing hits record £51.7bn in April,NEG
1756,"UK economic shrinks at unprecedented rate",NEG
1757,"UK retail sales drop to lowest in decades,NEG
1758,"UK manufacturing PMI at record low,NEG
1759,"UK services sector activity at historic low",NEG
1760,"UK contraction PMI at lowest level ever",NEG
1761,"UK retail footfall plummets 85% in April",NEG
1762,"UK GDP contracts by 20.4% in April",NEG
1763,"UK retail sales slump by 19.1% in April",NEG
1764,"UK manufacturing output crashes to lowest in30 years",NEG
1765,"UK services PMI at lowest level since 1996",NEG
1766,"UK construction output at historic low",NEG
1767,"UK retail sales crash by 20% in April",NEG
1768,"UK unemployment claims surge by 856000",NEG
1769,"UK economy faces deepest recession in centuries",NEG
1770,"UK retail sales plummet by 18.1% in April",NEG
1771,"UK manufacturing sector at lowest level ever",NEG
1772,"UK services sector sees unprecedented collapse",NEG
1773,"UK construction PMI at all-time low",NEG
1774,"UK retail footfall down 90% in April",NEG
1775,"UK GDP shrinks by 20% in April",NEG
1776,"UK retail sales drop by 19.1% in April,NEG
1777,"UK manufacturing output at lowest since 2008",NEG
1778,"UK services PMI at historic low",NEG
1779,"UK construction output at record low,NEG
1780,"UK retail sales plummet to historic lows",NEG
1781,"UK unemployment claims soar to 1.8m",NEG
1782,"UK government borrowing hits record £62bn",NEG
1783,"UKientas an economy shrinks at fastest pace in a century",NEG
1784,"UK retail sales drop by 18.4% in April",NEG
1785,"UK manufacturing PMI at lowest level in decades",NEG
1785,"UK services sector activity at lowest since 1996",NEG
1786,"UK construction PMI at historic low",NEG
1787,"UK retail footfall plummets 85% in April",NEG
1788,"UK GDP contracts by 20.4% in April",NEG
1789,"UK retail sales slump by 19.1% in April",NEG
1790,"UK manufacturing output crashes in April",NEG
1791,"UKSRV PMI at all-time low",NEG
1792,"UK construction output at lowest level in decades",NEG
1793,"UK retail sales plummet by 20% in April",NEG
1794,"UK unemployment claims soar to 1.8m",NEG
1795,"UK government borrowing hits £51.7bn in April",NEG
1796,"UK economy shrinks at unprecedented rate",NEG
1797,"UK retail sales drop to lowest in decades",NEG
1798,"UK manufacturing PMI at record low",NEG
1799,"UK services sector activity at historic low",NEG
1800,"UK construction PMI at lowest level ever",NEG
1811,"UK retail footfall plummets 85% in April",NEG
1812,"UK GDP contracts by 20.4% in April",NEG
1813,"UK retail sales slump by 19.1% in April",NEG
1814,"UK manufacturing output crashes to lowest in 30 years",NEG
1815,"UK services PMI at lowest level since 1996",NEG
1816,"UK construction output at historic low",NEG
1817,"UK retail sales crash by 20% in April",NEG
1818,"UK unemployment claims surge by856,000,NEG
1819,"UK economy faces deepest recession in centuries",NEG
1820,"UK retail sales plummet by 18.1% in April",NEG
1821,"UK manufacturing sector lowest at lowest level ever",NEG
1822,"UK services sector sees unprecedented collapse",NEG
1823,"UK construction PMI at all-time low",NEG
1824,"UK retail footfall down 90% in April",NEG
1825,"UK GDP shrinks by 20% in April",NEG
1826,"UK retail sales drop by 19.1% in April",NEG
1827,"UK manufacturing output at lowest since 2008",NEU
1828,"UK services PMI at historic low",NEG
1829,"UK construction output at record low",NEG
1830,"UK retail sales plummet to historic lows,NEG
1831,"UK unemployment claims soar to 1.8m",NEG
1832,"UK government borrowing hits record £62bn",NEG
1833,"UK economy shrinks at fastest pace in a century",NEG
1834,"UK retail sales drop by 18.4% in April",NEG
1835,"UK manufacturing PMI at lowest level in decades",NEG
1836,"UK services sector activity at lowest since 1996",NEG
1837,"UK construction PMI at historic low",NEG
1838,"UK retail footfall plummets 85% in April",NEG
1839,"UK GDP contracts by 20.4% in April",NEG
1840,"UK retail sales slump by 19.1% in April",NEG
1841,"UK manufacturing output crashes in April",NEG
1842,"UK services PMI at all-time low",NEG
1843,"UK construction output at lowest level in decades",NEG
1844,"UK retail sales plummet by 20% in April",NEG
1845,"UK unemployment claims soar to 1.8m",NEG
1846,"UK government borrowing hits £51.7bn in April",NEG
1847,"UK economy shrinks at unprecedented rate",NEG
1848,"UK retail sales drop to lowest in decades",NEG
1849,"UK manufacturing PMI at record low",NEG
1850,"UK services sector activity at historic low",NEG
1851,"UK construction PMI at lowest level ever",NEG
1852,"UK retail footfall plummets 85% in April",NEG
1853,"UK GDP contracts by 20.4% in April",NEG
1854,"UK retail sales slump by 19.1% in April",NEG
1855,"UK manufacturing output crashes to lowest in 30 years",NEG
1856,"UK services PMI at lowest level since 1966",NEG
1857,"UK construction output at historic low",NEG
1858,"UK retail sales crash by 20% in April",NEG
1859,"UK unemployment claims surge by 856,000",NEG
1860,"UK economy faces deepest recession in centuries",NEG
1861,"UK retail sales plummet by 18.1% in April",NEG
1862,"UK manufacturing sector at lowest level ever",NEG
1863,"UK services sector sees unprecedented collapse",NEG
1864,"UK construction PMI at all-time low",NEG
1865,"UK retail footfall down 90% in April",NEG
1866,"UK GDP shrinks by 20% in April",NEG
1867,"UK retail sales drop by 19.1% in April",NEG
1868,"UK manufacturing output at lowest since 1966",NEG
1869,"UK services PMI at historic low",NEG
1870,"UK construction output at record low",NEG
1871,"UK retail sales plummet to historic lows",NEG
1872,"UK unemployment claims soar to 1.8m",NEG
1873,"UK government borrowing hits record £62bn",NEG
1874,"UK economy shrinks at fastest pace in a century",NEG
1875,"UK retail sales drop by 18.4% in April",NEG
1876,"UK manufacturing PMI at lowest level in decades",NEG
1877,"UK services sector activity at lowest since 1996",NEG
1878,"UK construction PMI at historic low",NEG
1879,"UK retail footfall plummets 85% in April",NEG
1880,"UK GDP contracts by 20.4% in April",NEG
1881,"UK retail sales slump by 19.1% in April",NEG
1882,"UK manufacturing output crashes in April",NEG
1883,"UK services PMI at all-time low",NEG
1884,"UK construction output at lowest level in decades",NEG
1885,"UK retail sales plummet by 20% in April",NEG
1886,"UK unemployment claims soar to 1.8m",NEG
1887,"UK government borrowing hits £51.7bn in April",NEG
1888,"UK economy shrinks at unprecedented rate",NEG
1889,"UK retail sales drop to lowest in decades",NEG
1890,"UK manufacturing PMI at record low",NEG
1891,"UK services sector activity at historic low",NEG
1892,"UK construction PMI at lowest level ever",NEG
1893,"UK retail footfall plummets 85% in April",NEG
1894,"UK GDP contracts by 20.4% in April",NEG
1895,"UK retail sales slump by 19.1% in April",NEG
1896,"UK manufacturing output crashes to lowest in 30 years",NEG
1897,"UK services PMI at lowest level since 1966",NEG
1898,"UK construction output at historic low",NEG
1899,"UK retail sales crash by 20% in April",NEG
1900,"UK unemployment claims surge by 856,000",NEG
1901,"UK economy faces deepest recession in centuries",NEG
1902,"UK retail sales plummet by 18.1% in April",NEG
1903,"UK manufacturing sector at lowest level ever",NEG
1904,"UK services sector sees unprecedented collapse",NEG
1905,"UK construction PMI at all-time low",NEG
1906,"UK retail footfall down 90% in April",NEG
1907,"UK GDP shrinks by 20% in April",NEG
1908,"UK retail sales drop by 19.1% in April",NEG
1909,"UK manufacturing output at lowest since 1966",NEG
1910,"UK services PMI at historic low",NEG
1911,"UK construction output at record low",NEG
1912,"UK retail sales plummet to historic lows",NEG
1913,"UK unemployment claims soar to 1.8m",NEG
1914,"UK government borrowing hits record £62bn",NEG
1915,"UK economy shrinks at fastest pace in a century",NEG
1916,"UK retail sales drop by 18.4% in April",NEG
1917,"UK manufacturing PMI at lowest level in decades",NEG
1918,"UK services sector activity at lowest since 1966",NEG
1919,"UK construction exports at historic low",NEG
1920,"UK retail footfall plummets 85% in April",NEG
1921,"UK GDP contracts by 20.4% in April",NEG
1922,"UK retail sales slump by 19.18% in April",NEG
1923,"UK manufacturing output crashes in April",NEG
1924,"UK services sector PMI at all-time low",NEG
1925,"UK construction output at lowest level in decades",NEG
1926,"UK retail sales plummet by 20% in April",NEG
1927,"UK unemployment claims soar to 1.8m",NEG
1928,"UK government borrowing hits £51.7bn in April",NEG
1929,"UK economy shrinks at unprecedented rate",NEG
1930,"UK retail sales drop to lowest in decades",NEG
1931,"UK manufacturing PMI at record low",NEG
1932,"UK services sector activity at historic low",NEG
1933,"UK construction PMI at lowest level ever",NEG
1934,"UK retail footfall plummets 85% in April",NEG
1935,"UK GDP contracts by 20.4% in April",NEG
1936,"UK retail sales slump by 19.1% in April",NEG
1937,"UK manufacturing output crashes to lowest in 30 years",NEG
1938,"UK services PMI at lowest level since 1966",NEG
1939,"UK construction output at historic low",NEG
1940,"UK retail sales crash by 20% in April",NEG
1941,"UK unemployment claims surge by 856,000",NEG
1942,"UK economy faces deepest recession in centuries",NEG
1943,"UK retail sales plummet by 18.1% in April",NEG
1944,"UK manufacturing sector at lowest level ever",NEG
1945,"UK services sector sees unprecedented collapse",NEG
1946,"UK construction PMI at all-time low",NEG
1947,"UK retail footfall down 90% in April",NEG
1948,"UK GDP shrinks by 20% in April",NEG
1949,"UK retail sales drop by 19.1% in April",NEG
1950,"UK manufacturing output at lowest since 1966",NEG
1951,"UK services PMI at historic low",NEG
1952,"UK construction output at record low",NEG
1953,"UK retail sales plummet to historic lows",NEG
1954,"UK unemployment claims soar to 1.8m",NEG
1955,"UK government borrowing hits record £62bn",NEG
1956,"UK economy shrinks at fastest pace in a century",NEG
1957,"UK retail sales drop by 18.4% in April",NEG
1958,"UK manufacturing PMI at lowest level in decades",NEG
1959,"UK services sector activity at lowest since 1966",NEG
1960,"UK construction exports at historic low",NEG
1961,"UK retail footfall plummets 85% in April",NEG
1962,"UK GDP contracts by 20.4% in April",NEG
1963,"UK retail sales slump by 19.18% in April",NEG
1964,"UK manufacturing output crashes in April",NEG
1965,"UK services PMI at all-time low",NEG
1966,"UK construction output at lowest level in decades",NEG
1967,"UK retail sales plummet by 20% in April",NEG
1968,"UK unemployment claims soar to 1.8m",NEG
1969,"UK government borrowing hits £51.7bn in April",NEG
1970,"UK economy shrinks at unprecedented rate",NEG
1971,"UK retail sales drop to lowest in decades",NEG
1972,"UK manufacturing PMI at record low",NEG
1973,"UK services sector activity at historic low",NEG
1974,"UK construction PMI at lowest level ever",NEG
1975,"UK retail footfall plummets 85% in April",NEG
1976,"UK GDP contracts by 20.4% in April",NEG
1977,"UK retail sales slump by 19.1% in April",NEG
1978,"UK manufacturing output crashes to lowest in 30 years",NEG
1979,"UK services PMI at lowest level since 1966",NEG
1980,"UK construction output at historic low",NEG
1981,"UK retail sales crash by 20% in April",NEG
1982,"UK unemployment claims surge by 856,000",NEG
1983,"UK economy faces deepest recession in centuries",NEG
1984,"UK retail sales plummet by 18.1% in April",NEG
1985,"UK manufacturing sector at lowest level ever",NEG
1986,"UK services sector sees unprecedented collapse",NEG
1987,"UK construction PMI at all-time low",NEG
1988,"UK retail footfall down 90% in April",NEG
1989,"UK GDP shrinks by 20% in April",NEG
1990,"UK retail sales drop by 19.1% in April",NEG
1991,"UK manufacturing output at lowest since 1966",NEG
1992,"UK services PMI at historic low",NEG
1993,"UK construction output at record low",NEG
1994,"UK retail sales plummet to historic lows",NEG
1995,"UK unemployment claims soar to 1.8m",NEG
1996,"UK government borrowing hits record £62bn",NEG
1997,"UK economy shrinks at fastest pace in a century",NEG
1998,"UK retail sales drop by 18.4% in April",NEG
1999,"UK manufacturing PMI at lowest level in decades",NEG
