,Index,Headline,Sentiment_label,processed_text
1399,1399,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1400,1400,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1401,1401,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1402,1402,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1403,1403,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1404,1404,UK services sector activity at historic low,NEG,uk service sector activity historic low
1405,1405,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1406,1406,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1407,1407,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1408,1408,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1409,1409,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1410,1410,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1411,1411,UK construction output at historic low,NEG,uk construction output historic low
1412,1412,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1413,1413,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1414,1414,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1415,1415,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1416,1416,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1417,1417,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1418,1418,UK construction PMI at all-time low,NEG,pmi uk construction low
1419,1419,UK retail footfall down 90% in April,NEG,uk retail footfall april
1420,1420,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1421,1421,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1422,1422,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1423,1423,UK services PMI at historic low,NEG,pmi uk service historic low
1424,1424,UK construction output at record low,NEG,uk construction output record low
1425,1425,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1426,1426,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1427,1427,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1428,1428,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1429,1429,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1430,1430,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1431,1431,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1432,1432,UK construction PMI at historic low,NEG,pmi uk construction historic low
1433,1433,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1434,1434,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1435,1435,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1436,1436,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1437,1437,UK services PMI at all-time low,NEG,pmi uk service low
1438,1438,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1439,1439,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1440,1440,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1441,1441,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1442,1442,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1443,1443,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1444,1444,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1445,1445,UK services sector activity at historic low,NEG,uk service sector activity historic low
1446,1446,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1447,1447,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1448,1448,UK GDP contracts by 20% in April,NEG,gdp uk contract april
1449,1449,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1450,1450,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1451,1451,UK services PMI at historic low,NEG,pmi uk service historic low
1452,1452,UK construction output at record low,NEG,uk construction output record low
1453,1453,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1454,1454,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1455,1455,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1456,1456,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1457,1457,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1458,1458,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1459,1459,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1460,1460,UK construction PMI at historic low,NEG,pmi uk construction historic low
1461,1461,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1462,1462,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1463,1463,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1464,1464,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1465,1465,UK services PMI at all-time low,NEG,pmi uk service low
1466,1466,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1467,1467,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1468,1468,UK unemployment claim soar to 1.8m,NEG,uk unemployment claim soar
1469,1469,UK government borrowing hits record £51.7bn in April,NEG,uk government borrowing hit record april
1470,1470,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1471,1471,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1472,1472,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1473,1473,UK services sector activity at historic low,NEG,uk service sector activity historic low
1474,1474,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1475,1475,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1476,1476,UK GDP contract by 20.4% in April,NEG,uk gdp contract april
1477,1477,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1478,1478,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1479,1479,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1480,1480,UK month's sale crash by20% to in April,NEG,uk month sale crash april
1481,1481,"UK unemployment claims surge by856,000",NEG,uk unemployment claim surge
1482,1482,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1483,1483,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1484,1484,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1485,1485,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1486,1486,UK construction PMI at all-time low,NEG,pmi uk construction low
1487,1487,UK retail footfall down 90% in April,NEG,uk retail footfall april
1488,1488,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1489,1489,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1490,1590,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1491,1491,UK services PMI at historic low,NEG,pmi uk service historic low
1492,1492,UK construction output at record low,NEG,uk construction output record low
1493,1493,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1494,1494,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1495,1495,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1496,1496,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1497,1497,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1498,1498,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1499,1499,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1500,1500,UK construction PMI at historic low,NEG,pmi uk construction historic low
1501,1501,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1502,1502,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1503,1503,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1504,1504,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1505,1505,UK services PMI at all-time low,NEG,pmi uk service low
1506,1506,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1507,1507,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1508,1508,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1509,1509,UK government borrowing hits record £51.7bn in April,NEG,uk government borrowing hit record april
1510,1510,UK economy shrinks to unprecedented rate,NEG,uk economy shrink unprecedented rate
1511,1511,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1512,1512,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1513,1513,UK services sector activity at historic low,NEG,uk service sector activity historic low
1514,1514,UK shop contraction at lowest level ever,NEG,uk shop contraction lowest level ever
1515,1515,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1516,1516,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1517,1517,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1518,1518,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1519,1519,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1520,1520,UK construction output at historic low,NEG,uk construction output historic low
1521,1521,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1522,1522,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1523,1523,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1524,1524,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1525,1525,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1526,1526,UK service sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1527,1527,UK construction PMI at all-time low,NEG,pmi uk construction low
1528,1528,UK retail footfall down 90% in April,NEG,uk retail footfall april
1529,1529,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1530,1530,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1531,1531,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1532,1532,UK services PMI at historic low,NEG,pmi uk service historic low
1533,1533,UK construction output at record low,NEG,uk construction output record low
1534,1534,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1535,1535,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1536,1536,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1537,1537,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1538,1538,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1539,1539,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1540,1540,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1541,1541,UK construction PMI at historic low,NEG,pmi uk construction historic low
1542,1542,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1543,1543,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1544,1544,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1545,1545,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1546,1546,UK services PMI at all-time low,NEG,pmi uk service low
1547,1547,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1548,1548,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1549,1549,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1550,1550,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1551,1551,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1552,1552,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1553,1553,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1554,1554,UK services sector activity at historic low,NEG,uk service sector activity historic low
1555,1555,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1556,1556,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1557,1557,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1558,1558,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1559,1559,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1560,1560,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1561,1561,UK construction output at historic low,NEG,uk construction output historic low
1562,1562,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1563,1563,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1564,1564,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1565,1565,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1566,1566,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1567,1567,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1568,1568,UK construction PMI at all-time low,NEG,pmi uk construction low
1569,1569,UK retail footfall down 90% in April,NEG,uk retail footfall april
1570,1570,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1571,1571,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1572,1572,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1573,1573,UK services PMI at historic low,NEG,pmi uk service historic low
1574,1574,UK construction output at record low,NEG,uk construction output record low
1575,1575,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1576,1576,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1577,1577,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1578,1578,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1579,1579,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1580,1580,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1581,1581,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1582,1582,UK construction PMI at historic low,NEG,pmi uk construction historic low
1583,1583,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1584,1584,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1585,1585,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1586,1586,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1587,1587,UK services PMI at all-time low,NEG,pmi uk service low
1588,1588,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1589,1589,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1590,1590,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1591,1591,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1592,1592,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1593,1593,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1594,1594,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1595,1595,UK services sector activity at historic low,NEG,uk service sector activity historic low
1596,1596,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1597,1597,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1598,1598,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1599,1599,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1600,1600,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1601,1601,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1602,1602,UK construction output at historic low,NEG,uk construction output historic low
1603,1603,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1604,1604,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1605,1605,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1606,1606,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1607,1607,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1608,1608,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1609,1609,UK construction PMI at all-time low,NEG,pmi uk construction low
1610,1610,UK retail footfall down 90% in April,NEG,uk retail footfall april
1611,1611,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1612,1612,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1613,1613,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1614,1614,UK services PMI at historic low,NEG,pmi uk service historic low
1615,1615,UK construction output at record low,NEG,uk construction output record low
1616,1616,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1617,1617,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1618,1618,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1619,1619,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1620,1620,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1621,1621,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1622,1622,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1623,1623,UK construction PMI at historic low,NEG,pmi uk construction historic low
1624,1624,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1625,1625,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1626,1626,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1627,1627,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1628,1628,UK services PMI at all-time low,NEG,pmi uk service low
1629,1629,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1630,1630,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1631,1631,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1632,1632,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1633,1633,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1634,1634,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1635,1635,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1636,1636,UK services sector activity at historic low,NEG,uk service sector activity historic low
1637,1637,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1638,1638,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1639,1639,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1640,1640,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1641,1641,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1642,1642,UK services PMI at lowest level since 1966,NEG,pmi uk service lowest level since
1643,1643,UK construction output at historic low,NEG,uk construction output historic low
1644,1644,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1645,1645,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1646,1646,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1647,1647,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1648,1648,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1649,1649,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1650,1650,UK construction PMI at all-time low,NEG,pmi uk construction low
1651,1651,UK retail footfall down 90% in April,NEG,uk retail footfall april
1652,1652,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1653,1653,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1654,1654,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1655,1655,UK services PMI at historic low,NEG,pmi uk service historic low
1656,1656,UK construction output at record low,NEG,uk construction output record low
1657,1657,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1658,1658,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1659,1659,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1660,1660,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1661,1661,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1662,1662,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1663,1663,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1664,1664,UK construction PMI at historic low,NEG,pmi uk construction historic low
1665,1665,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1666,1666,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1667,1667,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1668,1668,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1669,1669,UK services PMI at all-time low,NEG,pmi uk service low
1670,1670,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1671,1671,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1672,1672,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1673,1673,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1674,1674,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1675,1675,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1676,1676,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1677,1677,UK services sector activity at historic low,NEG,uk service sector activity historic low
1678,1678,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1679,1679,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1680,1680,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1681,1681,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1682,1682,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1683,1683,UK services PMI at lowest level since 1966,NEG,pmi uk service lowest level since
1684,1684,UK construction output at historic low,NEG,uk construction output historic low
1685,1685,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1686,1686,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1687,1687,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1688,1688,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1689,1689,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1690,1690,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1691,1691,UK construction PMI at all-time low,NEG,pmi uk construction low
1692,1692,UK retail footfall down 90% in April,NEG,uk retail footfall april
1693,1693,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1694,1694,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1695,1695,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1696,1696,UK services PMI at historic low,NEG,pmi uk service historic low
1697,1697,UK construction output at record low,NEG,uk construction output record low
1698,1698,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1699,1699,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1700,1700,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1701,1701,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1702,1702,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1703,1703,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1704,1704,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1705,1705,UK construction PMI at historic low,NEG,pmi uk construction historic low
1706,1706,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1707,1707,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1708,1708,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1709,1709,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1710,1710,UK services PMI at all-time low,NEG,pmi uk service low
1711,1711,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1712,1712,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1713,1713,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1714,1714,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1715,1715,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1716,1716,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1717,1717,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1718,1718,UK services sector activity at historic low,NEG,uk service sector activity historic low
1719,1719,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1720,1720,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1721,1721,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1722,1722,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1723,1723,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1724,1724,UK services PMI at lowest level since 1966,NEG,pmi uk service lowest level since
1725,1725,UK construction output at historic low,NEG,uk construction output historic low
1726,1726,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1727,1727,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1728,1728,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1729,1729,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1730,1730,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1731,1731,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1732,1732,UK construction PMI at all-time low,NEG,pmi uk construction low
1733,1733,UK retail footfall down 90% in April,NEG,uk retail footfall april
1734,1734,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1735,1735,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1736,1736,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1737,1737,UK services PMI at historic low,NEG,pmi uk service historic low
1738,1738,UK construction output at record low,NEG,uk construction output record low
1739,1739,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1740,1740,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1741,1741,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1742,1742,UK shrinks at fastest pace in a century,NEG,uk shrink fastest pace century
1743,1743,"UK retail sales drop by 18.4% in April,NEG
1744,UK manufacturing PMI at lowest level in decad""",NEG,april neg uk pmi retail sale drop manufacturing lowest level decad
1744,1745,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1745,1746,UK construction PMI at historic low,NEG,pmi uk construction historic low
1746,1747,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1747,1748,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1748,1749,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1749,1750,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1750,1751,UK november services PMI at all-time low,NEG,pmi uk november service low
1751,1752,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1752,1753,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1753,1754,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1754,1755,"UK government borrowing hits record £51.7bn in April,NEG
1756,UK economic shrinks at unprecedented rate""",NEG,april neg uk government borrowing hit record economic shrink unprecedented rate
1755,1757,"UK retail sales drop to lowest in decades,NEG
1758,UK manufacturing PMI at record low",NEG,neg uk pmi retail sale drop lowest decade manufacturing record low
1756,1759,UK services sector activity at historic low,NEG,uk service sector activity historic low
1757,1760,UK contraction PMI at lowest level ever,NEG,pmi uk contraction lowest level ever
1758,1761,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1759,1762,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1760,1763,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1761,1764,UK manufacturing output crashes to lowest in30 years,NEG,uk manufacturing output crash lowest year
1762,1765,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1763,1766,UK construction output at historic low,NEG,uk construction output historic low
1764,1767,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1765,1768,UK unemployment claims surge by 856000,NEG,uk unemployment claim surge
1766,1769,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1767,1770,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1768,1771,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1769,1772,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1770,1773,UK construction PMI at all-time low,NEG,pmi uk construction low
1771,1774,UK retail footfall down 90% in April,NEG,uk retail footfall april
